"Economy","Law Name","Law Number / Ref","Last Amended","Indicator ID","Article / Section","Discovery Tag","Location Reference","Verbatim Snippet","Mapping Rationale","Source URL","Confidence","Notes","Pillar","RDTII_Raw_Score","Coverage"
"China","Implementation Plan for Establishing a Carbon Footprint Management System 《关于建立碳足迹管理体系的实施方案》","","","P7-I1","","","","","In addition to comprehensive legislation that applies horizontally across all sectors, China has also developed and implemented a wide range of sector-specific regulations related to data protection, offering detailed guidance tailored to different industries. For example, in just the first half of 2024 alone, the Chinese government issued over 20 national laws, industry regulations, and local policies concerning data security. A selection of these is listed below.

Education sector:
The General Office of the Ministry of Education Issued the “Management Standards for the Entry and Removal of Digital Educational Resources on the National Smart Education Platform”. According to the Standards, platform service providers must comply with relevant laws, regulations, and national standards, and adopt technical and other necessary measures to ensure the security of the platform and its resources, as well as retain network logs in accordance with the law.

Healthcare sector:
The National Health Commission, the National Administration of Traditional Chinese Medicine, and the National Disease Control and Prevention Administration jointly issued the ""Notice on Further Advancing the Electronic Information Management of Physicians"". The Notice calls on local authorities to implement a data security accountability system, strengthen data security monitoring and early warning mechanisms, regularly conduct security assessments and risk evaluations, and establish disaster recovery and data backup systems to ensure the security of information within electronic registration systems.

Finance sector:
The Ministry of Finance and the Cyberspace Administration of China jointly issued the ""Interim Measures for Data Security Management of Accounting Firms"". The Measures require accounting firms to classify and categorize data in accordance with relevant laws, regulations, and the data classification standards applicable to the industry of the audited entity. Firms must identify core data, important data, and general data, and comply with specific requirements regarding the storage, transmission, and logging of core and important data.

Energy sector:
The Ministry of Ecology and Environment, together with 14 other departments, jointly issued the ""Implementation Plan for Establishing a Carbon Footprint Management System"". The Plan calls for strengthening the protection of data security and intellectual property related to product carbon footprints. It emphasizes the implementation of data security laws and regulations, enhanced oversight of data circulation, and the creation of a secure and reliable environment for data exchange. The Plan also encourages digital technology enterprises to provide cloud-based security services to improve overall data security standards.","https://www.gov.cn/gongbao/2024/issue_11506/202408/content_6966477.html","","BGK Timeframe: Since May 2024","7","0","Selected sectors"
"China","Cybersecurity Law of the People's Republic of China《中华人民共和国网络安全法》","","","P7-I2","","","","","The Cybersecurity Law, which came into force on 1 June 2017, is the law covering various aspects of network security and has laid the foundation for a comprehensive cybersecurity regulatory regime in China. So far, a series of specific measures aimed at facilitating the implementation of the Cybersecurity Law have already been enacted, such as the Measures for Cybersecurity Review and the National Emergency Response Plan for Cybersecurity Incidents.","https://www.cac.gov.cn/2016-11/07/c_1119867116.htm","","BGK Timeframe: Since June 2017","7","0","Horizontal"
"China","Measures for Cybersecurity Review《网络安全审查办法》","","","P7-I2","","","","","The Cybersecurity Law, which came into force on 1 June 2017, is the law covering various aspects of network security and has laid the foundation for a comprehensive cybersecurity regulatory regime in China. So far, a series of specific measures aimed at facilitating the implementation of the Cybersecurity Law have already been enacted, such as the Measures for Cybersecurity Review and the National Emergency Response Plan for Cybersecurity Incidents.","https://www.cac.gov.cn/2022-01/04/c_1642894602182845.htm","","BGK Timeframe: Since February 2022","7","0","Horizontal"
"China","National Emergency Response Plan for Cybersecurity Incidents《国家网络安全事件应急预案》","","","P7-I2","","","","","The Cybersecurity Law, which came into force on 1 June 2017, is the law covering various aspects of network security and has laid the foundation for a comprehensive cybersecurity regulatory regime in China. So far, a series of specific measures aimed at facilitating the implementation of the Cybersecurity Law have already been enacted, such as the Measures for Cybersecurity Review and the National Emergency Response Plan for Cybersecurity Incidents.","https://www.cac.gov.cn/2017-06/27/c_1121220113.htm","","BGK Timeframe: Since January 2017","7","0","Horizontal"
"China","Regulation on Network Data Security Management《网络数据安全管理条例》","","","P7-I3","Article 12","","","","Article 12: When a network data processor provides or entrusts the processing of personal information and important data to another network data processor, it shall agree on the processing purposes, methods, scope, and security protection obligations through a contract or other means with the data recipient, and shall supervise the fulfillment of these obligations by the data recipient. Records of the processing activities involving the provision or entrustment of personal information and important data to another network data processor must be kept for at least 3 years.","https://www.gov.cn/zhengce/zhengceku/202409/content_6977767.htm","","BGK Timeframe: Since January 2025","7","1","Horizontal"
"China","Regulation on Internet Information Services of the People's Republic of China 《互联网信息服务管理办法》","","January 2011","P7-I3","Article 14","","","","The Regulation on Internet Information Services of the People's Republic of China requires that Internet Service Providers (ISPs) keep records of each service user’s time spent online, user account, IP address or domain name, phone number and other information for 60 days and provide that information to the authorized government authorities when required (Article 14.).","https://flk.npc.gov.cn/detail2.html?ZmY4MDgwODE2ZjNjYmIzYzAxNmY0MTE4ZTQ3NjE2ZjE","","BGK Timeframe: Since September 2000, last amended January 2011","7","1","Internet Service Providers"
"China","Interim Measures for the Administration of Online Ride-Hailing Services《网络预约出租汽车经营服务管理暂行办法》","","November 2022","P7-I3","Article 27","","","","Article 27 states that online ride-hailing platform companies must comply with national regulations on cybersecurity and information security. The personal information collected and business data generated shall be stored and used within mainland China, with a retention period of no less than two years. Unless otherwise stipulated by laws and regulations, such information and data shall not be transferred abroad.","https://www.gov.cn/zhengce/2022-12/06/content_5730384.htm","","BGK Timeframe: Since November 2016, last amended in November 2022","7","1","Ride-hailing platform"
"China","Measures on the Administration of Accounting Records《会计档案管理办法》","","","P7-I3","Article 14","","","","According to Article 14 of the measures, there are minimum retention periods for various accounting vouchers, accounts, books, financial reports and other accounting documents, and the retation periods are either 10 years or 30 years.
Furthermore, certain key accounting records are subject to permanent retention. These records include:
- Annual financial accounting reports
- List of handover accounting records
- List of retained accounting records
- Accounting records evaluation opinion","https://www.gov.cn/gongbao/content/2016/content_5041555.htm","","BGK Timeframe: Since January 2016 | BGK Note: Secondary source: https://www.lexology.com/library/detail.aspx?g=6bb7955f-5b20-4e80-b623-1f43a2b1ebb4","7","1","Accounting Services"
"China","E-commerce Law of the People's Republic of China《中华人民共和国电子商务法》","","","P7-I3","Article 31","","","","Article 31 of the Law states that all e-commerce platform business shall record and retain the information on the commodities and services and transaction information released in the platform and ensure the integrity, confidentiality and availability of the information. The information on commodities, services, and transactions shall be retained for at least three years from the day of completion of the transaction, unless otherwise provided by any law or administrative regulation.","http://www.mofcom.gov.cn/article/zt_dzswf/deptReport/201811/20181102808398.shtml","","BGK Timeframe: Since January 2019","7","1","E-commerce sector"
"China","Personal Information Protection Law of the People's Republic of China《中华人民共和国个人信息保护法》","","","P7-I4","Article 52","","","","Article 52 of The Personal Data Protection Law states that:

Where the quantity of personal information processed by a processor reaches that specified by the state cyberspace administration, the processor shall designate a person in charge of personal information protection to be responsible for supervising the processing of personal information and the adopted protection measures.

A personal information processor shall make public the contact information of the person in charge of personal information protection and submit the name and contact information of the person in charge of personal information protection to the department performing duties of personal information protection.

Furthermore, according to Article 55, a personal information processor shall conduct personal information protection impact assessment of the following circumstances in advance and keep a record of the processing:

(I) processing sensitive personal information;

(II) making use of personal information to make automatic decisions;

(III) entrusting others to process personal information, providing other personal information processors with personal information, and disclosing personal information;

(IV) providing personal information to overseas parties; and

(V) other personal information processing activities that have a significant impact on individuals’ rights and interests.

Guidance for Personal Information Security Impact Assessment (GB/T 39335 – 2020) ('the Security Impact Assessment Guidance') further provides detailed rules for personal information handlers on how to conduct protection impact assessment for high-risk data processing activities, e.g. processing sensitive personal information, providing personal information to another data handler, and cross-border transfer of personal information.","https://www.sac.gov.cn/cms_files/filemanager/samr/www/samrnew/wljys/gzzd/202304/t20230417_354662.html","","BGK Timeframe: Since November 2021","7","1","Horizontal"
"China","Guidance for Personal Information Security Impact Assessment (GB/T 39335–2020)《信息安全技术 个人信息安全影响评估指南》","","","P7-I4","Article 55","","","","Article 52 of The Personal Data Protection Law states that:

Where the quantity of personal information processed by a processor reaches that specified by the state cyberspace administration, the processor shall designate a person in charge of personal information protection to be responsible for supervising the processing of personal information and the adopted protection measures.

A personal information processor shall make public the contact information of the person in charge of personal information protection and submit the name and contact information of the person in charge of personal information protection to the department performing duties of personal information protection.

Furthermore, according to Article 55, a personal information processor shall conduct personal information protection impact assessment of the following circumstances in advance and keep a record of the processing:

(I) processing sensitive personal information;

(II) making use of personal information to make automatic decisions;

(III) entrusting others to process personal information, providing other personal information processors with personal information, and disclosing personal information;

(IV) providing personal information to overseas parties; and

(V) other personal information processing activities that have a significant impact on individuals’ rights and interests.

Guidance for Personal Information Security Impact Assessment (GB/T 39335 – 2020) ('the Security Impact Assessment Guidance') further provides detailed rules for personal information handlers on how to conduct protection impact assessment for high-risk data processing activities, e.g. processing sensitive personal information, providing personal information to another data handler, and cross-border transfer of personal information.","https://openstd.samr.gov.cn/bzgk/gb/newGbInfo?hcno=9EA84C0C3C2DBD3997B23F8E6C8ECA35","","BGK Timeframe: Since June 2021","7","1","Horizontal"
"China","Amendment to the Information Security Technology – Personal Information Security Specification (GB/T 35273-2020) 《信息安全技术-个人信息安全规范》（GB/T 35273-2020）修正案","","","P7-I4","Article 11.1","","","","The 2020 Specification provides that personal information controllers shall appoint a person and a department responsible for personal information (PI) protection. Article 11.1 further stipulates that the person responsible for PI protection must be someone who has relevant management experience and personal information protection expertise and shall participate in important decisions on personal information processing activities and report directly to the principal of the organization.

Article 11.1 further states that organizations meeting any of the following conditions should establish a dedicated personal information protection officer and a personal information protection work mechanism, responsible for personal information security work:

1. The primary business involves handling personal information, and the organization has more than 200 employees engaged in this business;
2. Processes personal information of over 1 million individuals, or is expected to process the personal information of over 1 million individuals within 12 months;
3. Processes the sensitive personal information of more than 100,000 individuals.","https://openstd.samr.gov.cn/bzgk/gb/newGbInfo?hcno=4568F276E0F8346EB0FBA097AA0CE05E; https://www.tc260.org.cn/upload/2020-09-18/1600432872689070371.pdf","","BGK Timeframe: Since October 2020","7","1","Horizontal"
"China","Cybersecurity Law of the People's Republic of China《中华人民共和国网络安全法》","","","P7-I4","Article 21","","","","Article 21 of the Cybersecurity Law requires network operators to appoint persons in charge of cybersecurity. Critical information infrastructure operators (CIIO) are also required to set up specialized security management bodies and persons responsible for security management. Further, CIIO's must conduct security background checks on those responsible persons and personnel in critical positions.","https://www.newamerica.org/cybersecurity-initiative/digichina/blog/translation-cybersecurity-law-peoples-republic-china/; http://www.cac.gov.cn/2016-11/07/c_1119867116.htm","","BGK Timeframe: Since June 2017","7","1","Horizontal"
"China","Counter-Espionage Law of the People's Republic of China《中华人民共和国反间谍法》","","July 2023","P7-I5","Article 25; Article 26","","","","Article 25 and 26 of the Counterespionage Law provides for state security organ personnel to gain entry to restricted regions, venues or units and to inspect, read or collect relevant archives, materials or items. Such access is permitted on the basis of relevant national regulations and upon approval and presentation of appropriate documents. Further, state security organ personnel can also check electronic communication tools, equipment and facilities in accordance with the regulations.

However, court order is not necessary when accessing archive, data, and information. Instead, Article 26 of the Law states that approval is required from the person in charge of the national security agency at the municipal level or above. In China, national security agency (国家安全机关) does not include the court.","https://www.gov.cn/yaowen/2023-04/27/content_5753385.htm","","BGK Timeframe: Since November 2014, last amended in July 2023","7","1","Horizontal"
"China","Measures for the Administration of Internet E-mail Services 2006 《互联网电子邮件服务管理办法》","","","P7-I5","","","","","These measures by the MIIT provide that “Citizens’ privacy of correspondence in using Internet e-mail services shall be protected by law. Unless the public security organisation or procuratorial organisation makes an inspection on the contents of correspondence pursuant to the procedures prescribed in law when required by national security or investigation of crimes, no organisation or individual shall infringe upon any citizen’s privacy of correspondence on any pretext.”

A requirement for court order is not present in the measures.","https://www.gov.cn/zhengce/2022-08/23/content_5722728.htm","","BGK Timeframe: Since March 2006 | BGK Note: Apple Inc., for instance, has moved personal data of Chinese customers stored on iCloud, including photos, videos, documents, and backups, to computer servers run by a state-owned Chinese data center firm. The storage covers cryptographic keys for unlocking iCloud accounts, raising concerns over Government access to the personal data without a court order (Nellis S. and Cadell C., 2018, and Apple 2020).

Nellis S. and Cadell C. (2018). Apple Moves to Store iCloud Keys in China Raising Human Rights Fears. Available at https://www.reuters.com/article/us-china-apple-icloud-insight-idUSKCN1G8060.

Apple (2020). Learn More About iCloud in China Mainland. Available at https://support.apple.com/en-us/HT208351.","7","1","E-mail service providers"
"China","Counterterrorism Law of the People's Republic of China 《中华人民共和国反恐怖主义法》","","April 2018","P7-I5","Article 18","","","","Article 18 of the Counterterrorism law requires Internet service providers and telecommunication sector to “provide technical support and assistance, such as technical interface and decryption, to support the activities of the public security and state security authorities in preventing and investigating terrorist activities.”

In addition, no ""court order"" is required for the technical support and assistance.","https://www.beijing.gov.cn/zhengce/zhengcefagui/qtwj/201912/t20191211_1055941.html","","BGK Timeframe: Since January 2016, last amended in April 2018","7","1","Internet service providers and telecommunication sector"
"China","Provisions on the Management of Internet Post Comments Services 《互联网跟帖评论服务管理规定》","","","P7-I5","Article 5","","","","Article 5 states that comment and reply service providers shall strictly fulfill their primary responsibilities by cooperating with relevant competent authorities in conducting supervision and inspection activities and providing the necessary technical support, documentation, and data assistance in accordance with the law.

A requirement for court order is not present in the measures.","https://www.cac.gov.cn/2017-08/25/c_1121541842.htm","","BGK Timeframe: Since October 2017","7","1","Internet Post Comments Services"
"China","Interim Administrative Measures for Generative Artificial Intelligence Services《生成式人工智能服务管理暂行办法》","","","P7-I5","Article 19","","","","Article 19: Relevant regulatory authorities shall conduct supervision and inspections of generative artificial intelligence (AI) services in accordance with their responsibilities. Service providers must cooperate as required by law and provide explanations regarding the sources, scale, types, and labeling rules of training data, as well as algorithm mechanisms and principles. They must also offer necessary technical, data, and other forms of support and assistance.

Institutions and personnel involved in the security assessment and supervision of generative AI services must keep confidential any state secrets, trade secrets, personal privacy, or personal information they become aware of in the course of their duties. They are prohibited from disclosing or unlawfully providing such information to others.","http://www.cac.gov.cn/2023-07/13/c_1690898327029107.htm","","BGK Timeframe: Since August 2023","7","1","Generative Artifical Intelligence Services"
"India","Government of India, Ministry of Science and Technology, National Data Sharing and Accessibility Policy 2012","","","P6-I1","","","","","India’s National Data Sharing and Accessibility Policy requires that “non-sensitive data available either in digital or analog forms but generated using public funds” must be stored within the borders of India. The policy states that data belongs to the ""agency/department/ministry/entity which collected them and reside in their IT enabled facility.”","https://dst.gov.in/national-data-sharing-and-accessibility-policy-0; https://www.usitc.gov/publications/332/pub4716.pdf; https://www.itic.org/public-policy/SnapshotofDataLocalizationMeasures6-13-2016.pdf","","BGK Timeframe: Since 2012","6","0.5","Data generated using public funds"
"India","Digital Personal Data Protection Act No. 22 2023","","","P6-I1","","","","","Under chapter 4 of Special provisions: 16.(1) (Processing of personal data outside India) The Central Government may, by notification, restrict the transfer of personal data by a Data Fiduciary for processing to such country or territory outside India as may be so notified. (2) Nothing contained in this section shall restrict the applicability of any law for the time being in force in India that provides for a higher degree of protection for or restriction on transfer of personal data by a Data Fid","https://www.meity.gov.in/writereaddata/files/Digital%20Personal%20Data%20Protection%20Act%202023.pdf","","BGK Timeframe: Since August 2023","6","0.5","Horizontal"
"India","Government of India, Ministry of Electronics and Information Technology (MeitY), Guidelines for Government Departments On Contractual Terms Related to Cloud Services 2015","","","P6-I1","","","","","In 2015, India’s Ministry of Electronics and Information Technology (MEITY) issued guidelines for a cloud computing empanelment process under which cloud computing service providers may be provisionally accredited as eligible for government procurements of cloud services. The guidelines require such providers to store all data in India to qualify for the accreditation.","http://meity.gov.in/writereaddata/files/Guidelines-Contractual_Terms.pdf","","BGK Timeframe: Since 2015 | BGK Note: https://www.usitc.gov/publications/332/pub4716.pdf","6","0.5","Cloud computing"
"India","Reserve Bank of India Directive 2018","","","P6-I2","","","","","In April 2018, the Reserve Bank of India (RBI) issued a one-page directive  vide circular DPSS.CO.OD.No 2785/06.08.005/2017-18  stating that, within six months, all payment data held by payment companies should be held in local facilities. The Directive noted that this would help the RBI gain ""unfettered supervisory access"" to transaction data, which it needs to ensure proper monitoring.

Following a negative response from international payment companies such as MasterCard, Visa and American Express, the RBI has proposed (in ""Frequently Asked Questions"" of its website) to ease this restriction, so as to allow payment firms to store data offshore, as long as a copy was kept in India. The RBI has further clarified that for cross border transaction data consisting of a foreign component and domestic component, a copy of the domestic component may be stored abroad, if required.

With respect to processing of payment transactions outside India, the RBI requires that the data must be stored only in India after processing and should be deleted from systems abroad and brought back to India no later than 24 hours after processing. Any subsequent activity such as settlement processing after payment processing done outside India, this must be undertaken on a real time basis pursuant to which the data must be stored only in India.

The RBI has clarified that banks, especially foreign banks, can continue to store banking data abroad but in respect of domestic payment transactions, the data must be stored only in India.","https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11244&Mode=0; https://m.rbi.org.in/Scripts/FAQView.aspx?Id=130","","BGK Timeframe: Since April 2018 | BGK Note: The legal part written herein is accurate. In April 2018, the Reserve Bank of India (RBI) issued a, mandating all payment system providers to ensure that the entire data related to payment systems operated by them are stored in a system only in India. The Directive noted that this would help the RBI gain ""unfettered supervisory access"" to transaction data, which would ensure better monitoring.

RBI has clarified that for cross-border transaction data, consisting of a foreign component and a domestic component, a copy of the domestic component may be stored abroad if required. Further it was clarified that there is no bar on processing payment transactions outside India if so desired by the PSOs. However, the data shall be stored only in India after the processing. The complete end-to-end transaction details should be part of the data.

With respect to the processing of payment transactions outside India, the RBI requires that the data must be stored only in India after processing and should be deleted from systems abroad and brought back to India no later than one business day or 24 hours from payment processing, whichever is earlier. Any subsequent activity, such as settlement processing after payment processing done outside India, must be undertaken on a real-time basis, pursuant to which the data must be stored only in India.

The RBI has clarified that in case of banks, especially foreign banks, earlier specifically permitted to store the banking data abroad, they may continue to do so; however, in respect of domestic payment transactions, the data shall be stored only in India.

The directive is issued under Section 10(2) read with Section 18 of Payment and Settlement Systems Act 2007

THIRD PARTY LINK:
https://www.mondaq.com/india/financial-services/1098560/guidelines-for-storage-of-payment-data","6","0.5","Payment data"
"India","Government of India Ministry of Electronics and Information Technology (MeitY) Indian Computer Emergency Response Team (CERT-In) No. 20(3)/2022-CERT-In Directions under sub-section (6) of section 70B of the Information Technology Act, 2000 relating to Information Security Practices, Procedure, Prevention, Response and Reporting of Cyber Incidents for Safe and Trusted Internet 2022","","","P6-I2","","","","","All service providers, intermediaries, data centres, body corporate and Government organisations shall mandatorily enable logs of all their ICT systems and maintain them securely for a rolling period of 180 days and the same shall be maintained within the Indian jurisdiction (Clause vi).","https://www.pfrda.org.in/writereaddata/links/cert%201-2%20pages8112e879-dd34-4486-ace1-df7af3f458dc.pdf","","BGK Timeframe: Since April 2022","6","1","Horizontal"
"India","Insurance Regulatory and Development Authority of India (Maintenance of Insurance Records) Regulations, 2015","","","P6-I2","","","","","According to the Insurance Regulatory and Development Authority of India (IRDAI) Maintenance of Insurance Records Regulations, 2015, ""Insurers are required that [...] (ii) the records pertaining to policies issued and claims made in India (including the records held in electronic form) are held in data centres located and maintained in India."" In addition, the 2017 Regulations on Outsourcing of Activities by Indian Insurers provide that Indian insurers, even in cases where they outsource their services outside India, must retain all original records in India.

Provisions relating to outsourcing of activities have been subsumed in Insurance Regulatory and Development Authority of India (Protection of Policyholders’ Interests, Operations and Allied Matters of Insurers) Regulations, 2024 notified on 22.03.2024.
Pl refer Regulation 53(2) of the said regulation, which are reproduced hereunder. Specifically, 53 (2) In cases where insurer outsources to the service providers outside India, if permitted by the Competent Authority, the insurers shall ensure that the terms of the agreement are in compliance with respective host country regulations governing the outsourcing service provider and laws of the country concerned and such laws and regulations do not impede the regulatory access and oversight by the Authority. All original policyholder records continue to be maintained in India.","https://irdai.gov.in/document-detail?documentId=604674","","BGK Timeframe: Since 2015 | BGK Note: It appears, it is a repetition of para 6.2.6. Please refer comments furnished at 6.2.6 hereunder.

""Provisions relating to outsourcing of activities have been subsumed in Insurance Regulatory and Development Authority of India (Protection of Policyholders’ Interests, Operations and Allied Matters of Insurers) Regulations, 2024 notified on 22.03.2024.
Pl refer Regulation 53(2) of the said regulation, which are reproduced hereunder.

“53 (2) In cases where insurer outsources to the service providers outside India, if permitted by the Competent Authority, the insurers shall ensure that the terms of the agreement are in compliance with respective host country regulations governing the outsourcing service provider and laws of the country concerned and such laws and regulations do not impede the regulatory access and oversight by the Authority. All original policyholder records continue to be maintained in India.”

THIRD PARTY LINKS:
https://corporate.cyrilamarchandblogs.com/2019/05/data-protection-indian-insurance-sector-regulatory-framework-part-1/

https://www.khaitanco.com/sites/default/files/2021-04/Data%20Localization%20Laws%20India.pdf""","6","0.5","Insurance Services"
"India","Insurance Regulatory and Development Authority of India (Outsourcing of Activities by Indian Insurers) Regulations, 2017","","","P6-I2","","","","","According to the Insurance Regulatory and Development Authority of India (IRDAI) Maintenance of Insurance Records Regulations, 2015, ""Insurers are required that [...] (ii) the records pertaining to policies issued and claims made in India (including the records held in electronic form) are held in data centres located and maintained in India."" In addition, the 2017 Regulations on Outsourcing of Activities by Indian Insurers provide that Indian insurers, even in cases where they outsource their services outside India, must retain all original records in India.

Provisions relating to outsourcing of activities have been subsumed in Insurance Regulatory and Development Authority of India (Protection of Policyholders’ Interests, Operations and Allied Matters of Insurers) Regulations, 2024 notified on 22.03.2024.
Pl refer Regulation 53(2) of the said regulation, which are reproduced hereunder. Specifically, 53 (2) In cases where insurer outsources to the service providers outside India, if permitted by the Competent Authority, the insurers shall ensure that the terms of the agreement are in compliance with respective host country regulations governing the outsourcing service provider and laws of the country concerned and such laws and regulations do not impede the regulatory access and oversight by the Authority. All original policyholder records continue to be maintained in India.","https://irdai.gov.in/document-detail?documentId=604638","","BGK Timeframe: Since 2017 | BGK Note: It appears, it is a repetition of para 6.2.6. Please refer comments furnished at 6.2.6 hereunder.

""Provisions relating to outsourcing of activities have been subsumed in Insurance Regulatory and Development Authority of India (Protection of Policyholders’ Interests, Operations and Allied Matters of Insurers) Regulations, 2024 notified on 22.03.2024.
Pl refer Regulation 53(2) of the said regulation, which are reproduced hereunder.

“53 (2) In cases where insurer outsources to the service providers outside India, if permitted by the Competent Authority, the insurers shall ensure that the terms of the agreement are in compliance with respective host country regulations governing the outsourcing service provider and laws of the country concerned and such laws and regulations do not impede the regulatory access and oversight by the Authority. All original policyholder records continue to be maintained in India.”

THIRD PARTY LINKS:
https://corporate.cyrilamarchandblogs.com/2019/05/data-protection-indian-insurance-sector-regulatory-framework-part-1/

https://www.khaitanco.com/sites/default/files/2021-04/Data%20Localization%20Laws%20India.pdf""","6","0.5","Insurance Services"
"India","Insurance Regulatory and Development Authority of India (Protection of Policyholders’ Interests, Operations and Allied Matters of Insurers) Regulations 2024","","","P6-I2","Regulation 53(2)","","","","According to the Insurance Regulatory and Development Authority of India (IRDAI) Maintenance of Insurance Records Regulations, 2015, ""Insurers are required that [...] (ii) the records pertaining to policies issued and claims made in India (including the records held in electronic form) are held in data centres located and maintained in India."" In addition, the 2017 Regulations on Outsourcing of Activities by Indian Insurers provide that Indian insurers, even in cases where they outsource their services outside India, must retain all original records in India.

Provisions relating to outsourcing of activities have been subsumed in Insurance Regulatory and Development Authority of India (Protection of Policyholders’ Interests, Operations and Allied Matters of Insurers) Regulations, 2024 notified on 22.03.2024.
Pl refer Regulation 53(2) of the said regulation, which are reproduced hereunder. Specifically, 53 (2) In cases where insurer outsources to the service providers outside India, if permitted by the Competent Authority, the insurers shall ensure that the terms of the agreement are in compliance with respective host country regulations governing the outsourcing service provider and laws of the country concerned and such laws and regulations do not impede the regulatory access and oversight by the Authority. All original policyholder records continue to be maintained in India.","https://irdai.gov.in/documents/37343/991172/Draft+IRDAI(Protection+of+Policyholders’+Interests+and+Allied+Matters+of+Insurers)+Regulations","","BGK Timeframe: Since March 2024 | BGK Note: It appears, it is a repetition of para 6.2.6. Please refer comments furnished at 6.2.6 hereunder.

""Provisions relating to outsourcing of activities have been subsumed in Insurance Regulatory and Development Authority of India (Protection of Policyholders’ Interests, Operations and Allied Matters of Insurers) Regulations, 2024 notified on 22.03.2024.
Pl refer Regulation 53(2) of the said regulation, which are reproduced hereunder.

“53 (2) In cases where insurer outsources to the service providers outside India, if permitted by the Competent Authority, the insurers shall ensure that the terms of the agreement are in compliance with respective host country regulations governing the outsourcing service provider and laws of the country concerned and such laws and regulations do not impede the regulatory access and oversight by the Authority. All original policyholder records continue to be maintained in India.”

THIRD PARTY LINKS:
https://corporate.cyrilamarchandblogs.com/2019/05/data-protection-indian-insurance-sector-regulatory-framework-part-1/

https://www.khaitanco.com/sites/default/files/2021-04/Data%20Localization%20Laws%20India.pdf""","6","0.5","Insurance Services"
"India","Companies Act No.18 2013","","2020","P6-I2","Section 128","","","","The Ministry of Corporate Affairs amended Section 128 of the Companies Act (2013), which requires every company to store, at its registered office, books of account, other relevant books and papers and financial statements for every financial year, to include a rule specifying all such relevant books and papers maintained in an electronic mode should remain accessible in India, at all times.","https://www.mca.gov.in/Ministry/pdf/CompaniesAct2013.pdf; https://ca2013.com/notifications/notification-regarding-companies-accounts-rules-2014-dated-05-08-2022/","","BGK Timeframe: Since August 2013, last amended in 2020","6","1","Horizontal"
"India","Insurance Regulatory and Department Authority of India (Maintenance of Insurance Records) Regulations, 2015","","","P6-I2","Regulation 3(9)","","","","The records including those held in electronic mode, pertaining to all the policies issued and all claims made in India shall be held in data centres located and maintained in India only (Regulation 3(9) Maintenance of Insurance Records).","https://irdai.gov.in/document-detail?documentId=604674","","BGK Timeframe: Since 2015 | BGK Note: Pl refer Regulation 3(9) of Insurance Regulatory and Development Authority of India (Maintenance of Insurance Records) Regulations, 2015","6","1","Insurance Services"
"India","Ministry of Electronics and Information Technology Cyber Security Direction 2022","","","P6-I2","","","","","All service providers, intermediaries, data centres, body corporate and Government organisations shall mandatorily enable logs of all their ICT systems and maintain them securely for a rolling period of 180 days and the same shall be maintained within the Indian jurisdiction (Clause iv).","https://www.pfrda.org.in/writereaddata/links/cert%201-2%20pages8112e879-dd34-4486-ace1-df7af3f458dc.pdf","","BGK Timeframe: Since June 2022","6","1","Cyber Security"
"India","Digital Personal Data Protection Act No. 22 2023","","","P6-I3","","","","","There are no particular requirements regarding infrastructure as of yet. Many rely on common law to settle disputes or look to the Personal Data Protection Act (2023) to follow a common practice. The Act has a Personal Data Protection Board (“the Board”), who handles consumer inquiries about the processing of their personal data, which could pretain to infrastructure, however still do not have clear mandates.","https://www.meity.gov.in/writereaddata/files/Digital%20Personal%20Data%20Protection%20Act%202023.pdf","","BGK Timeframe: Since August 2023","6","0","Horizontal"
